Date : 2024-11-04 22:29:41
Directory : f:\study\design\canvas
Total : 141 files,  15461 codes, 245 comments, 2250 blanks, all 17956 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| f:\study\design\canvas\apps\jebet\src\assets\react.svg                                 | XML                |          1 |          0 |          0 |          1 |
| f:\study\design\canvas\apps\jebet\src\components\auth\SignInContain.tsx                | TypeScript JSX     |         44 |          0 |          3 |         47 |
| f:\study\design\canvas\apps\jebet\src\components\command\Logo.tsx                      | TypeScript JSX     |         21 |          0 |          3 |         24 |
| f:\study\design\canvas\apps\jebet\src\components\shadui\DottedSeparator.tsx            | TypeScript JSX     |         44 |          0 |          2 |         46 |
| f:\study\design\canvas\apps\jebet\src\components\ui\accordion.tsx                      | TypeScript JSX     |         49 |          0 |          7 |         56 |
| f:\study\design\canvas\apps\jebet\src\components\ui\alert-dialog.tsx                   | TypeScript JSX     |        126 |          0 |         14 |        140 |
| f:\study\design\canvas\apps\jebet\src\components\ui\aspect-ratio.tsx                   | TypeScript JSX     |          3 |          0 |          3 |          6 |
| f:\study\design\canvas\apps\jebet\src\components\ui\avatar.tsx                         | TypeScript JSX     |         43 |          0 |          6 |         49 |
| f:\study\design\canvas\apps\jebet\src\components\ui\badge.tsx                          | TypeScript JSX     |         31 |          0 |          6 |         37 |
| f:\study\design\canvas\apps\jebet\src\components\ui\breadcrumb.tsx                     | TypeScript JSX     |        105 |          0 |         11 |        116 |
| f:\study\design\canvas\apps\jebet\src\components\ui\button.tsx                         | TypeScript JSX     |         56 |          0 |          6 |         62 |
| f:\study\design\canvas\apps\jebet\src\components\ui\calendar.tsx                       | TypeScript JSX     |         66 |          0 |          5 |         71 |
| f:\study\design\canvas\apps\jebet\src\components\ui\card.tsx                           | TypeScript JSX     |         68 |          0 |          9 |         77 |
| f:\study\design\canvas\apps\jebet\src\components\ui\chart.tsx                          | TypeScript JSX     |        326 |          2 |         36 |        364 |
| f:\study\design\canvas\apps\jebet\src\components\ui\checkbox.tsx                       | TypeScript JSX     |         25 |          0 |          4 |         29 |
| f:\study\design\canvas\apps\jebet\src\components\ui\dialog.tsx                         | TypeScript JSX     |        108 |          0 |         13 |        121 |
| f:\study\design\canvas\apps\jebet\src\components\ui\input-otp.tsx                      | TypeScript JSX     |         62 |          0 |          8 |         70 |
| f:\study\design\canvas\apps\jebet\src\components\ui\input.tsx                          | TypeScript JSX     |         20 |          0 |          4 |         24 |
| f:\study\design\canvas\apps\jebet\src\components\ui\separator.tsx                      | TypeScript JSX     |         26 |          0 |          4 |         30 |
| f:\study\design\canvas\apps\jebet\src\components\ui\sheet.tsx                          | TypeScript JSX     |        125 |          0 |         16 |        141 |
| f:\study\design\canvas\apps\jebet\src\components\ui\sidebar.tsx                        | TypeScript JSX     |        696 |         12 |         54 |        762 |
| f:\study\design\canvas\apps\jebet\src\components\ui\skeleton.tsx                       | TypeScript JSX     |         13 |          0 |          3 |         16 |
| f:\study\design\canvas\apps\jebet\src\components\ui\tabs.tsx                           | TypeScript JSX     |         47 |          0 |          7 |         54 |
| f:\study\design\canvas\apps\jebet\src\components\ui\textarea.tsx                       | TypeScript JSX     |         20 |          0 |          5 |         25 |
| f:\study\design\canvas\apps\jebet\src\components\ui\tooltip.tsx                        | TypeScript JSX     |         24 |          0 |          7 |         31 |
| f:\study\design\canvas\apps\jebet\src\hooks\use-mobile.tsx                             | TypeScript JSX     |         15 |          0 |          5 |         20 |
| f:\study\design\canvas\apps\jebet\src\index.css                                        | CSS                |         85 |          0 |          1 |         86 |
| f:\study\design\canvas\apps\jebet\src\lib\utils.ts                                     | TypeScript         |          5 |          0 |          2 |          7 |
| f:\study\design\canvas\apps\jebet\src\main.tsx                                         | TypeScript JSX     |         40 |          1 |          3 |         44 |
| f:\study\design\canvas\apps\jebet\src\page\auth\SignIn.tsx                             | TypeScript JSX     |         46 |          2 |          3 |         51 |
| f:\study\design\canvas\apps\jebet\src\page\error\Index.tsx                             | TypeScript JSX     |          4 |          0 |          2 |          6 |
| f:\study\design\canvas\apps\jebet\src\vite-env.d.ts                                    | TypeScript         |          0 |          1 |          1 |          2 |
| f:\study\design\canvas\apps\jebet\tailwind.config.js                                   | JavaScript         |         89 |          1 |          1 |         91 |
| f:\study\design\canvas\apps\jebet\tsconfig.app.json                                    | JSON               |         25 |          2 |          2 |         29 |
| f:\study\design\canvas\apps\jebet\tsconfig.app.tsbuildinfo                             | JSON               |          1 |          0 |          0 |          1 |
| f:\study\design\canvas\apps\jebet\tsconfig.json                                        | JSON with Comments |         17 |          0 |          1 |         18 |
| f:\study\design\canvas\apps\jebet\tsconfig.node.json                                   | JSON               |         19 |          2 |          3 |         24 |
| f:\study\design\canvas\apps\jebet\tsconfig.node.tsbuildinfo                            | JSON               |          1 |          0 |          0 |          1 |
| f:\study\design\canvas\apps\jebet\vite.config.ts                                       | TypeScript         |         11 |          0 |          2 |         13 |
| f:\study\design\canvas\apps\ljh-design\.eslintrc.json                                  | JSON with Comments |          7 |          0 |          1 |          8 |
| f:\study\design\canvas\apps\ljh-design\README.md                                       | Markdown           |         23 |          0 |         14 |         37 |
| f:\study\design\canvas\apps\ljh-design\api\hono.ts                                     | TypeScript         |          3 |          1 |          1 |          5 |
| f:\study\design\canvas\apps\ljh-design\api\supabase\Image\index.ts                     | TypeScript         |         27 |         14 |          1 |         42 |
| f:\study\design\canvas\apps\ljh-design\api\supabase\board\index.ts                     | TypeScript         |          5 |          4 |          2 |         11 |
| f:\study\design\canvas\apps\ljh-design\api\supabase\sign\index.ts                      | TypeScript         |         30 |          1 |          3 |         34 |
| f:\study\design\canvas\apps\ljh-design\api\unsplash\index.ts                           | TypeScript         |          6 |          1 |          2 |          9 |
| f:\study\design\canvas\apps\ljh-design\api\useQuery\useQuery.ts                        | TypeScript         |         24 |          0 |          2 |         26 |
| f:\study\design\canvas\apps\ljh-design\app\(pages)\board\Edit\layout.tsx               | TypeScript JSX     |         16 |          0 |          2 |         18 |
| f:\study\design\canvas\apps\ljh-design\app\(pages)\board\Edit\page.tsx                 | TypeScript JSX     |         29 |          0 |          1 |         30 |
| f:\study\design\canvas\apps\ljh-design\app\(pages)\board\layout.tsx                    | TypeScript JSX     |         16 |          0 |          3 |         19 |
| f:\study\design\canvas\apps\ljh-design\app\(pages)\board\page.tsx                      | TypeScript JSX     |         19 |          0 |          2 |         21 |
| f:\study\design\canvas\apps\ljh-design\app\(pages)\board\sign-in\layout.tsx            | TypeScript JSX     |         19 |          0 |          2 |         21 |
| f:\study\design\canvas\apps\ljh-design\app\(pages)\board\sign-in\page.tsx              | TypeScript JSX     |         30 |          0 |          2 |         32 |
| f:\study\design\canvas\apps\ljh-design\app\_provide\providers.tsx                      | TypeScript JSX     |          5 |          0 |          2 |          7 |
| f:\study\design\canvas\apps\ljh-design\app\_provide\query-provide.tsx                  | TypeScript JSX     |         30 |         14 |          7 |         51 |
| f:\study\design\canvas\apps\ljh-design\app\api\[[...route]]\image.ts                   | TypeScript         |         19 |          1 |          3 |         23 |
| f:\study\design\canvas\apps\ljh-design\app\api\[[...route]]\route.ts                   | TypeScript         |         12 |          0 |          4 |         16 |
| f:\study\design\canvas\apps\ljh-design\app\api\[[...route]]\user.ts                    | TypeScript         |         50 |          1 |          1 |         52 |
| f:\study\design\canvas\apps\ljh-design\app\globals.css                                 | CSS                |         83 |          0 |          6 |         89 |
| f:\study\design\canvas\apps\ljh-design\app\layout.tsx                                  | TypeScript JSX     |         17 |          0 |          3 |         20 |
| f:\study\design\canvas\apps\ljh-design\app\page.tsx                                    | TypeScript JSX     |         11 |          0 |          2 |         13 |
| f:\study\design\canvas\apps\ljh-design\app\public\favicon.svg                          | XML                |         14 |          0 |          1 |         15 |
| f:\study\design\canvas\apps\ljh-design\components.json                                 | JSON               |         20 |          0 |          0 |         20 |
| f:\study\design\canvas\apps\ljh-design\components\Board\BoardMain.tsx                  | TypeScript JSX     |          4 |          0 |          2 |          6 |
| f:\study\design\canvas\apps\ljh-design\components\Board\Navbar.tsx                     | TypeScript JSX     |         11 |          0 |          3 |         14 |
| f:\study\design\canvas\apps\ljh-design\components\Board\SiderBar.tsx                   | TypeScript JSX     |         14 |          0 |          3 |         17 |
| f:\study\design\canvas\apps\ljh-design\components\Board\SiderBarItem.tsx               | TypeScript JSX     |         34 |          0 |          2 |         36 |
| f:\study\design\canvas\apps\ljh-design\components\Board\SiderBarRoutes.tsx             | TypeScript JSX     |         29 |          0 |          3 |         32 |
| f:\study\design\canvas\apps\ljh-design\components\Comand\Logo.tsx                      | TypeScript JSX     |         18 |          0 |          3 |         21 |
| f:\study\design\canvas\apps\ljh-design\components\Comand\UserButton.tsx                | TypeScript JSX     |         31 |          3 |          3 |         37 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\ColorPicker.tsx       | TypeScript JSX     |         32 |          2 |          3 |         37 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\ColorSiberbar.tsx     | TypeScript JSX     |        281 |          4 |          5 |        290 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\Edit.tsx              | TypeScript JSX     |        269 |         12 |          9 |        290 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\FilterSetting.tsx     | TypeScript JSX     |        192 |         23 |          4 |        219 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\FontSizeInput.tsx     | TypeScript JSX     |         37 |          0 |          2 |         39 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\Footer.tsx            | TypeScript JSX     |         60 |          0 |          2 |         62 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\ImageBox.tsx          | TypeScript JSX     |         42 |          0 |          3 |         45 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\ImageSetting.tsx      | TypeScript JSX     |         34 |          0 |          2 |         36 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\ImageSiderbar.tsx     | TypeScript JSX     |         92 |          9 |          4 |        105 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\NavBar.tsx            | TypeScript JSX     |        180 |          4 |          1 |        185 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\ShapeSidle.tsx        | TypeScript JSX     |         72 |          0 |          5 |         77 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\ShapeTool.tsx         | TypeScript JSX     |         15 |          0 |          2 |         17 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\SiderBar.tsx          | TypeScript JSX     |         78 |          0 |          2 |         80 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\SiderBarItem.tsx      | TypeScript JSX     |         32 |          0 |          2 |         34 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\StokeWidth.tsx        | TypeScript JSX     |         45 |          0 |          2 |         47 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\TextSidebar.tsx       | TypeScript JSX     |         56 |          0 |          3 |         59 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\ToolSiberbarClose.tsx | TypeScript JSX     |         15 |          0 |          2 |         17 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\ToolSiderbar.tsx      | TypeScript JSX     |         33 |          0 |          3 |         36 |
| f:\study\design\canvas\apps\ljh-design\components\EditComponents\Tools.tsx             | TypeScript JSX     |        392 |          3 |          4 |        399 |
| f:\study\design\canvas\apps\ljh-design\components\Sign\SignIn.tsx                      | TypeScript JSX     |        148 |          0 |          5 |        153 |
| f:\study\design\canvas\apps\ljh-design\components\shadui-Components\Tooltip.tsx        | TypeScript JSX     |         40 |          3 |          2 |         45 |
| f:\study\design\canvas\apps\ljh-design\components\ui\Avatar.tsx                        | TypeScript JSX     |         38 |          0 |          7 |         45 |
| f:\study\design\canvas\apps\ljh-design\components\ui\button.tsx                        | TypeScript JSX     |         58 |          0 |          6 |         64 |
| f:\study\design\canvas\apps\ljh-design\components\ui\card.tsx                          | TypeScript JSX     |         91 |          0 |          9 |        100 |
| f:\study\design\canvas\apps\ljh-design\components\ui\checkbox.tsx                      | TypeScript JSX     |         26 |          1 |          5 |         32 |
| f:\study\design\canvas\apps\ljh-design\components\ui\dropdown-menu.tsx                 | TypeScript JSX     |        216 |          3 |         20 |        239 |
| f:\study\design\canvas\apps\ljh-design\components\ui\input.tsx                         | TypeScript JSX     |         21 |          1 |          5 |         27 |
| f:\study\design\canvas\apps\ljh-design\components\ui\label.tsx                         | TypeScript JSX     |         22 |          0 |          6 |         28 |
| f:\study\design\canvas\apps\ljh-design\components\ui\scroll-area.tsx                   | TypeScript JSX     |         57 |          0 |          8 |         65 |
| f:\study\design\canvas\apps\ljh-design\components\ui\select.tsx                        | TypeScript JSX     |        170 |          6 |         14 |        190 |
| f:\study\design\canvas\apps\ljh-design\components\ui\separator.tsx                     | TypeScript JSX     |         29 |          0 |          6 |         35 |
| f:\study\design\canvas\apps\ljh-design\components\ui\slider.tsx                        | TypeScript JSX     |         25 |          0 |          6 |         31 |
| f:\study\design\canvas\apps\ljh-design\components\ui\tooltip.tsx                       | TypeScript JSX     |         29 |          0 |          9 |         38 |
| f:\study\design\canvas\apps\ljh-design\database\supbash.ts                             | TypeScript         |          4 |          0 |          2 |          6 |
| f:\study\design\canvas\apps\ljh-design\hook\useCanvas.ts                               | TypeScript         |         63 |          4 |          6 |         73 |
| f:\study\design\canvas\apps\ljh-design\hook\useCanvasEvent.ts                          | TypeScript         |         52 |          7 |          3 |         62 |
| f:\study\design\canvas\apps\ljh-design\hook\useCliph.ts                                | TypeScript         |         36 |          0 |          3 |         39 |
| f:\study\design\canvas\apps\ljh-design\hook\useHistory.ts                              | TypeScript         |         57 |         10 |          4 |         71 |
| f:\study\design\canvas\apps\ljh-design\hook\useKeyBoard.ts                             | TypeScript         |         66 |          0 |          4 |         70 |
| f:\study\design\canvas\apps\ljh-design\hook\useResponse.ts                             | TypeScript         |         62 |         12 |          5 |         79 |
| f:\study\design\canvas\apps\ljh-design\hook\useWindowEvent.ts                          | TypeScript         |          6 |          0 |          2 |          8 |
| f:\study\design\canvas\apps\ljh-design\lib\react-query\index.ts                        | TypeScript         |          0 |          0 |          1 |          1 |
| f:\study\design\canvas\apps\ljh-design\lib\react-query\useSignUp.ts                    | TypeScript         |         20 |          1 |          3 |         24 |
| f:\study\design\canvas\apps\ljh-design\lib\sign\index.ts                               | TypeScript         |         27 |          0 |          3 |         30 |
| f:\study\design\canvas\apps\ljh-design\lib\types\index.ts                              | TypeScript         |         30 |          0 |          2 |         32 |
| f:\study\design\canvas\apps\ljh-design\lib\unsplash.ts                                 | TypeScript         |          6 |          0 |          2 |          8 |
| f:\study\design\canvas\apps\ljh-design\lib\utils.ts                                    | TypeScript         |        155 |         28 |          5 |        188 |
| f:\study\design\canvas\apps\ljh-design\middleware.ts                                   | TypeScript         |         16 |          2 |          1 |         19 |
| f:\study\design\canvas\apps\ljh-design\next.config.ts                                  | TypeScript         |         20 |          1 |          2 |         23 |
| f:\study\design\canvas\apps\ljh-design\package.json                                    | JSON               |         80 |          0 |          1 |         81 |
| f:\study\design\canvas\apps\ljh-design\postcss.config.mjs                              | JavaScript         |          6 |          1 |          2 |          9 |
| f:\study\design\canvas\apps\ljh-design\public.d.ts                                     | TypeScript         |          9 |          0 |          1 |         10 |
| f:\study\design\canvas\apps\ljh-design\store\EditorStore.ts                            | TypeScript         |         12 |          0 |          1 |         13 |
| f:\study\design\canvas\apps\ljh-design\store\editor.ts                                 | TypeScript         |        680 |         37 |         13 |        730 |
| f:\study\design\canvas\apps\ljh-design\store\index.ts                                  | TypeScript         |          0 |          0 |          1 |          1 |
| f:\study\design\canvas\apps\ljh-design\tailwind.config.ts                              | TypeScript         |         63 |          0 |          1 |         64 |
| f:\study\design\canvas\apps\ljh-design\tsconfig.json                                   | JSON with Comments |         33 |          0 |          1 |         34 |
| f:\study\design\canvas\apps\ljh-design\types\Edit.ts                                   | TypeScript         |        821 |          8 |         11 |        840 |
| f:\study\design\canvas\apps\ljh-design\types\user.ts                                   | TypeScript         |          7 |          0 |          1 |          8 |
| f:\study\design\canvas\package.json                                                    | JSON               |         24 |          0 |          1 |         25 |
| f:\study\design\canvas\pnpm-lock.yaml                                                  | YAML               |      6,813 |          0 |      1,631 |      8,444 |
| f:\study\design\canvas\pnpm-workspace.yaml                                             | YAML               |          3 |          0 |          1 |          4 |
| f:\study\design\canvas\turbo.json                                                      | JSON               |         18 |          0 |          1 |         19 |
| Total                                                                                  |                    |     15,461 |        245 |      2,250 |     17,956 |
+----------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
